,created_at,id,id_str,text,truncated,entities,metadata,source,likes,retweets,user
10,2022-11-16 23:40:56+00:00,1593026362893160453,1593026362893160453,"#SenzoMeyiwatrial - well this is funny, and scary AF😂😳

""That's a blatant lie. Umbono wakho lowo""😭😭

Tumelo Madlala fires at Adv Mshololo.
This sounds like a conversation you'd have at a tarven in Tembisa, KwaThemba 😂

Unisa Hungani Paxton #adidasBlackFriday Baloyi Pitbulls https://t.co/cOWzMQzy3q",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [19, 36]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ThisIsColbert', 'name': 'YaseBlock B 🇸🇿', 'id': 433377362, 'id_str': '433377362', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,31,alltimehigh01_
11,2022-11-16 23:37:56+00:00,1593025605859016704,1593025605859016704,Same Tumelo who is afraid of camera and must be protected featured in a documentary by Netflix? Amen 🤧#SenzoMeyiwatrial https://t.co/0taEr4LOWb,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [120, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for iPhone,0,48,du_nyuswa
12,2022-11-16 23:37:14+00:00,1593025433553219584,1593025433553219584,tweet.full_text,False,"{'hashtags': [{'text': 'wcw', 'indices': [30, 34]}, {'text': 'fyp', 'indices': [35, 39]}, {'text': 'BlackTwitter', 'indices': [40, 53]}, {'text': 'TelkomMadeOf', 'indices': [54, 67]}, {'text': 'SenzoMeyiwatrial', 'indices': [68, 85]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1593025412476567554, 'id_str': '1593025412476567554', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/media/FhuQLCTWAAI7wJu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhuQLCTWAAI7wJu.jpg', 'url': 'https://t.co/MuWAz5W9M4', 'display_url': 'pic.twitter.com/MuWAz5W9M4', 'expanded_url': 'https://twitter.com/innocentiabnkos/status/1593025433553219584/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 454, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1079, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 1079, 'resize': 'fit'}}}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,1,0,innocentiabnkos
13,2022-11-16 23:36:23+00:00,1593025219576598528,1593025219576598528,Isnt it the same hat? #SenzoMeyiwatrial https://t.co/GCCgVhOHYU,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [43, 60]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Tshepo__Molotsi', 'name': 'Tshep⭕', 'id': 478480889, 'id_str': '478480889', 'indices': [3, 19]}], 'urls': [], 'media': [{'id': 1592868411117281281, 'id_str': '1592868411117281281', 'indices': [61, 84], 'media_url': 'http://pbs.twimg.com/media/FhsBYWqWIAEebdr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhsBYWqWIAEebdr.jpg', 'url': 'https://t.co/GCCgVhOHYU', 'display_url': 'pic.twitter.com/GCCgVhOHYU', 'expanded_url': 'https://twitter.com/Tshepo__Molotsi/status/1592868414452039680/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 678, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 722, 'resize': 'fit'}, 'large': {'w': 720, 'h': 722, 'resize': 'fit'}}, 'source_status_id': 1592868414452039680, 'source_status_id_str': '1592868414452039680', 'source_user_id': 478480889, 'source_user_id_str': '478480889'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,408,kgwete22
14,2022-11-16 23:36:14+00:00,1593025181546852353,1593025181546852353,tweet.full_text,False,"{'hashtags': [{'text': 'ronaldointerview', 'indices': [44, 61]}, {'text': 'SenzoMeyiwatrial', 'indices': [63, 80]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dxvJHdXrKt', 'expanded_url': 'https://twitter.com/BkiThebe/status/1592913113472729093', 'display_url': 'twitter.com/BkiThebe/statu…', 'indices': [81, 104]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,1,0,rhamesh_Dj
15,2022-11-16 23:35:34+00:00,1593025010847080448,1593025010847080448,"Dear south African 

If you're unhappy with Judge Maumela's conduct and his consistent negative attitude towards the defence attorney, Mr Thobejane, please lodge a complaint with the JSC Secretariat at jsc@judiciary.org.za.
 #SenzoMeyiwatrial https://t.co/wPo8OLuzPb",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Diegochuene', 'name': 'Diego_Chuene', 'id': 123576066, 'id_str': '123576066', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,385,Lakeson4
16,2022-11-16 23:33:36+00:00,1593024518838423556,1593024518838423556,"Tumelo Madlala admits he cannot say exactly who shot #SenzoMeyiwatrial 

#SABCNEWS #SenzoMeyiwatrial https://t.co/FmgSjl6HOQ",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [70, 87]}, {'text': 'SABCNEWS', 'indices': [90, 99]}, {'text': 'SenzoMeyiwatrial', 'indices': [100, 117]}], 'symbols': [], 'user_mentions': [{'screen_name': 'KingKAzania', 'name': 'Sipho King K Kekana', 'id': 358618731, 'id_str': '358618731', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,176,maphureM
17,2022-11-16 23:32:41+00:00,1593024285077307392,1593024285077307392,"Not at home? 

WATCH the #SenzoMeyiwaTrial proceedings on the #SABCNEWS YouTube page.

https://t.co/8CCE5rjpzx",False,"{'hashtags': [{'text': 'SenzoMeyiwaTrial', 'indices': [45, 62]}, {'text': 'SABCNEWS', 'indices': [82, 91]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Chriseldalewis', 'name': 'Chriselda Zozi Lewis (Babes Wendaba)', 'id': 54270869, 'id_str': '54270869', 'indices': [3, 18]}], 'urls': [{'url': 'https://t.co/8CCE5rjpzx', 'expanded_url': 'https://youtu.be/w4tp7CytFVI', 'display_url': 'youtu.be/w4tp7CytFVI', 'indices': [107, 130]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,19,Nduna4Life
18,2022-11-16 23:32:15+00:00,1593024178105749504,1593024178105749504,Pitbulls must be banned #SenzoMeyiwatrial #CristianoRonaldo https://t.co/dFX96gNToo,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [38, 55]}, {'text': 'CristianoRonaldo', 'indices': [56, 73]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AmasiGuy', 'name': 'Amasi Guy', 'id': 1524090860555714563, 'id_str': '1524090860555714563', 'indices': [3, 12]}], 'urls': [], 'media': [{'id': 1592530405734993923, 'id_str': '1592530405734993923', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1592530405734993923/pu/img/IwIAoPrCJxwr6yym.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1592530405734993923/pu/img/IwIAoPrCJxwr6yym.jpg', 'url': 'https://t.co/dFX96gNToo', 'display_url': 'pic.twitter.com/dFX96gNToo', 'expanded_url': 'https://twitter.com/AmasiGuy/status/1592530494054449154/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 332, 'h': 426, 'resize': 'fit'}, 'medium': {'w': 332, 'h': 426, 'resize': 'fit'}, 'large': {'w': 332, 'h': 426, 'resize': 'fit'}}, 'source_status_id': 1592530494054449154, 'source_status_id_str': '1592530494054449154', 'source_user_id': 1524090860555714563, 'source_user_id_str': '1524090860555714563'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,66,TshepoHector1
19,2022-11-16 23:31:37+00:00,1593024017707184129,1593024017707184129,"Izamqhekeza uYour Lordship le chap 🤣🤣🤣 that ""Your Lordship, Your Lordship"" is a final warning to the judge #SenzoMeyiwatrial https://t.co/ezwUprEeHl",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [122, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MrCow_man', 'name': 'Sphiwe Hobasi', 'id': 238161737, 'id_str': '238161737', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,1271,Lehlogonolo129
20,2022-11-16 23:31:37+00:00,1593024016000118784,1593024016000118784,"Advocate Zandile Mshololo is paralyzing this clown called Tumelo Madlala. He has finally cracked.

#SenzoMeyiwatrial https://t.co/uMUM9FZnM7",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [120, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'KagisoMonyadiwa', 'name': 'Kagiso Monyadiwa', 'id': 2216942465, 'id_str': '2216942465', 'indices': [3, 19]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,12,KidiPotse
21,2022-11-16 23:31:35+00:00,1593024010710704128,1593024010710704128,Isnt it the same hat? #SenzoMeyiwatrial https://t.co/GCCgVhOHYU,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [43, 60]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Tshepo__Molotsi', 'name': 'Tshep⭕', 'id': 478480889, 'id_str': '478480889', 'indices': [3, 19]}], 'urls': [], 'media': [{'id': 1592868411117281281, 'id_str': '1592868411117281281', 'indices': [61, 84], 'media_url': 'http://pbs.twimg.com/media/FhsBYWqWIAEebdr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhsBYWqWIAEebdr.jpg', 'url': 'https://t.co/GCCgVhOHYU', 'display_url': 'pic.twitter.com/GCCgVhOHYU', 'expanded_url': 'https://twitter.com/Tshepo__Molotsi/status/1592868414452039680/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 678, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 722, 'resize': 'fit'}, 'large': {'w': 720, 'h': 722, 'resize': 'fit'}}, 'source_status_id': 1592868414452039680, 'source_status_id_str': '1592868414452039680', 'source_user_id': 478480889, 'source_user_id_str': '478480889'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for iPhone,0,408,Nobantu2002
22,2022-11-16 23:31:01+00:00,1593023867068768257,1593023867068768257,"Tumelo is going to jail and won't get any protection from his master, because he betrayed them. If he wasn't disrespectful, he would've easily stuck to the script and got away with his lies. They might as well pin this murder on him. He's disrespectful &amp; a liar  #SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaabuleM', 'name': 'Tšhegofatšo 📿📿🐾', 'id': 1091813726582390784, 'id_str': '1091813726582390784', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,3,KidiPotse
23,2022-11-16 23:30:28+00:00,1593023727046131712,1593023727046131712,"Tumelo Madlala denying his statement again 😂😂😂. He just narrated then signed without reading anything to confirm. Jiki jiki... There'll be a statement saying he's the one who pulled the trigger 😂😂😂
#SenzoMeyiwatrial #SenzoMeyiwa",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaabuleM', 'name': 'Tšhegofatšo 📿📿🐾', 'id': 1091813726582390784, 'id_str': '1091813726582390784', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,3,KidiPotse
24,2022-11-16 23:30:20+00:00,1593023695164825600,1593023695164825600,"Zandie Khumalo-Gumede trolls a person who said she should be cancelled. The singer and her family have been crucified for the murder of slain Orlando Pirate Senzo Meyiwa. To date, it is unclear who fired the fatal shot that claimed his life. The 

#SenzoMeyiwatrial #MDNnews https://t.co/CkErfFgNPU",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MDNnewss', 'name': 'MDN NEWS', 'id': 897524593044443137, 'id_str': '897524593044443137', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,28,lilithra_ii
25,2022-11-16 23:30:06+00:00,1593023637539672064,1593023637539672064,"[ICYMI] [WATCH] #SenzoMeyiwatrial Defence lawyer TT Thobane asks Tumelo Madlala about his statement regarding Longwe Twala on the night of the murder.

#Newzroom405 https://t.co/cehtjY0uh2",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [33, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Newzroom405', 'name': 'Newzroom Afrika', 'id': 1085786884566118400, 'id_str': '1085786884566118400', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,466,nzirayashe
26,2022-11-16 23:30:05+00:00,1593023632191561731,1593023632191561731,"When Tumelo says ""No you can check me and tell me if i'm ok"" they kept quiet so the tone he used was ok? Wow! Kumnandi ukuba uTumelo after he says ""uyangijwayela loo"" 😳😳😳. This Court allow nonsense 🤞 #SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AlettaPutso', 'name': ""✨I'm gonna shine like Stars eb'suku✨"", 'id': 2162504217, 'id_str': '2162504217', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,4,KidiPotse
27,2022-11-16 23:29:46+00:00,1593023550503649280,1593023550503649280,I missed this. Tumelo said the intruder was carrying his gun with his right hand but it turns out he is actually left handed? Mayeee #SenzoMeyiwatrial https://t.co/HQdCiSGWgD,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,2,KidiPotse
28,2022-11-16 23:29:31+00:00,1593023491552739329,1593023491552739329,"Finally Tumelo Madlala cleared accused no2... Bongani Ntanzi is not the killer and not the person who had a gun 💃💃💃💃. I'm so happy for him 🥰😚

#SenzoMeyiwatrial #SenzoMeyiwa",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaabuleM', 'name': 'Tšhegofatšo 📿📿🐾', 'id': 1091813726582390784, 'id_str': '1091813726582390784', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,4,KidiPotse
29,2022-11-16 23:29:16+00:00,1593023424636780544,1593023424636780544,"I don't care who says what..... judge Maumela is the one who's denying Senzo Meyiwa and his family justice. If he was doing his job as a judge, not a defender/protector, Tumelo Madlala would've answered all the questions #SenzoMeyiwaTrial #SenzoMeyiwa",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaabuleM', 'name': 'Tšhegofatšo 📿📿🐾', 'id': 1091813726582390784, 'id_str': '1091813726582390784', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,24,KidiPotse
30,2022-11-16 23:29:01+00:00,1593023364767289345,1593023364767289345,"Why is the issue of Tumelo’s images such a crucial and sensitive one for the court? We already know what he looks like, he was all over the Netflix doccie #SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'noks_khanyile', 'name': 'Nokuthula Khanyile', 'id': 1452437240, 'id_str': '1452437240', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,8,KidiPotse
31,2022-11-16 23:28:39+00:00,1593023270835871746,1593023270835871746,tweet.full_text,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [87, 104]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1593023251692851202, 'id_str': '1593023251692851202', 'indices': [105, 128], 'media_url': 'http://pbs.twimg.com/media/FhuONQwXEAI2X5R.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhuONQwXEAI2X5R.jpg', 'url': 'https://t.co/1Q1U0jvVgO', 'display_url': 'pic.twitter.com/1Q1U0jvVgO', 'expanded_url': 'https://twitter.com/ec_mz01/status/1593023270835871746/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1027, 'h': 861, 'resize': 'fit'}, 'small': {'w': 680, 'h': 570, 'resize': 'fit'}, 'large': {'w': 1027, 'h': 861, 'resize': 'fit'}}}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,2,0,ec_mz01
32,2022-11-16 23:28:13+00:00,1593023162069176320,1593023162069176320,"By the way, there a lot of Tumelo Madlala’s out there! 

They love when you’re around &amp; thriving. 

Be careful #SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tumisole', 'name': 'Tumi Sole', 'id': 171977969, 'id_str': '171977969', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,71,KidiPotse
